time_years,nuclei_count
15.100000000000001,20
15.200000000000001,20
15.3,20
15.4,20
15.5,20
15.600000000000001,20
15.700000000000001,19
15.8,19
15.9,19
16.0,19
16.1,19
16.2,19
16.3,18
16.400000000000002,18
16.5,18
16.6,18
16.7,18
16.8,18
16.900000000000002,18
17.0,18
17.1,17
17.2,16
17.3,15
17.400000000000002,15
17.5,15
17.6,15
17.7,13
17.8,13
17.900000000000002,12
18.0,12
18.1,12
18.2,11
18.3,11
18.400000000000002,11
18.5,11
18.6,11
18.7,11
18.8,10
18.900000000000002,9
19.0,9
19.1,9
19.200000000000003,9
19.3,9
19.400000000000002,9
19.5,9
19.6,9
19.700000000000003,9
19.8,9
19.900000000000002,9
20.0,9
20.1,9
20.200000000000003,9
20.3,9
20.400000000000002,9
20.5,9
20.6,9
20.700000000000003,9
20.8,9
20.900000000000002,9
21.0,9
21.1,9
21.200000000000003,9
21.3,9
21.400000000000002,9
21.5,9
21.6,9
21.700000000000003,9
21.8,9
21.900000000000002,8
22.0,8
22.1,8
22.200000000000003,8
22.3,8
22.400000000000002,8
22.5,8
22.6,8
22.700000000000003,8
22.8,8
22.900000000000002,8
23.0,8
23.1,8
23.200000000000003,8
23.3,8
23.400000000000002,7
23.5,7
23.6,7
23.700000000000003,7
23.8,7
23.900000000000002,6
24.0,6
24.1,6
24.200000000000003,6
24.3,6
24.400000000000002,6
24.5,6
24.6,6
24.700000000000003,6
24.8,6
24.900000000000002,6
25.0,6
25.1,6
25.200000000000003,6
25.3,6
25.400000000000002,6
25.5,6
25.6,6
25.700000000000003,6
25.8,5
25.900000000000002,5
26.0,5
26.1,5
26.200000000000003,5
26.3,5
26.400000000000002,5
26.5,5
26.6,5
26.700000000000003,5
26.8,5
26.900000000000002,5
27.0,5
27.1,5
27.200000000000003,5
27.3,5
27.400000000000002,5
27.5,5
27.6,5
27.700000000000003,5
27.8,5
27.900000000000002,5
28.0,5
28.1,5
28.200000000000003,5
28.3,5
28.400000000000002,5
28.5,5
28.6,5
28.700000000000003,5
28.8,5
28.900000000000002,5
29.0,5
29.1,5
29.200000000000003,5
29.3,5
29.400000000000002,5
29.5,5
29.6,5
29.700000000000003,5
29.8,5
29.900000000000002,5
30.0,5
30.1,5
30.200000000000003,5
30.3,5
30.400000000000002,5
30.5,4
30.6,4
30.700000000000003,4
30.8,4
30.900000000000002,3
31.0,3
31.1,3
31.200000000000003,3
31.3,3
31.400000000000002,3
31.5,3
31.6,3
31.700000000000003,3
31.8,3
31.900000000000002,3
32.0,3
32.1,3
32.2,3
32.300000000000004,2
32.4,2
32.5,2
32.6,2
32.7,2
32.800000000000004,2
32.9,2
33.0,2
33.1,2
33.2,2
33.300000000000004,2
33.4,1
33.5,1
33.6,1
33.7,1
33.800000000000004,1
33.9,1
34.0,1
34.1,1
34.2,1
34.300000000000004,1
34.4,1
34.5,1
34.6,1
34.7,1
34.800000000000004,1
34.9,1
35.0,1
35.1,1
35.2,1
35.300000000000004,1
35.4,1
35.5,1
35.6,1
35.7,1
35.800000000000004,1
35.9,1
36.0,1
36.1,1
36.2,1
36.300000000000004,1
36.4,1
36.5,1
36.6,1
36.7,1
36.800000000000004,1
36.9,1
37.0,1
37.1,1
37.2,1
37.300000000000004,1
37.4,1
37.5,1
37.6,1
37.7,1
37.800000000000004,1
37.9,1
38.0,1
38.1,1
38.2,1
38.300000000000004,1
38.400000000000006,1
38.5,1
38.6,1
38.7,1
38.800000000000004,1
38.900000000000006,1
39.0,1
39.1,1
39.2,1
39.300000000000004,1
39.400000000000006,1
39.5,1
39.6,1
39.7,1
39.800000000000004,1
39.900000000000006,1
